time,snapshot_index,reverse_surface_sample_count,reverse_unique_surface_patch_count,reverse_valid_flux_sample_count,reverse_valid_flux_fraction,reverse_surface_area,reverse_flux_covered_surface_area,reverse_surface_area_vs_sphere,reverse_mean_thermal_energy_flux,reverse_dissipation_rate,forward_surface_sample_count,forward_unique_surface_patch_count,forward_valid_flux_sample_count,forward_valid_flux_fraction,forward_surface_area,forward_flux_covered_surface_area,forward_surface_area_vs_sphere,forward_mean_thermal_energy_flux,forward_dissipation_rate,reverse_integration_interval_valid,reverse_cumulative_dissipated_energy,forward_integration_interval_valid,forward_cumulative_dissipated_energy,combined_cumulative_dissipated_energy,injected_wind_energy,combined_dissipation_to_injected_energy
0.0,0,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,False,nan,False,nan,nan,0.0,nan
0.01015811413526535,1,0,0,0,nan,nan,nan,nan,nan,nan,1112,992,992,1.0,0.0707710660666899,0.0707710660666899,1.1062461394448506,0.1778759866814603,0.012588473205111278,False,nan,False,0.0,0.0,0.005079057067632675,0.0
0.020122401416301727,2,0,0,0,nan,nan,nan,nan,nan,nan,1448,1256,1256,1.0,0.09452786686142434,0.09452786686142434,1.1724748742659932,0.553242676626592,0.05229685007821652,False,nan,True,0.00032326800075899837,0.00032326800075899837,0.010061200708150864,0.0321301612139702
0.030047163367271423,3,0,0,0,nan,nan,nan,nan,nan,nan,2144,1640,1640,1.0,0.12493071323590953,0.12493071323590953,1.0937713694706481,0.7373071946025992,0.09211231369567026,False,nan,True,0.0010398812877562098,0.0010398812877562098,0.015023581683635712,0.06921660291492875
0.04004636034369469,4,0,0,0,nan,nan,nan,nan,nan,nan,2840,2144,2144,1.0,0.164644538901297,0.164644538901297,1.0626091677615346,0.6940643258204974,0.11427390089255535,False,nan,True,0.0020717294941992237,0.0020717294941992237,0.020023180171847343,0.103466556082439
0.05002691224217415,5,0,0,0,nan,nan,nan,nan,nan,nan,3656,2792,2792,1.0,0.2163558960159156,0.2163558960159156,1.0736436361020263,0.5808383599116865,0.1256678037991078,False,nan,True,0.0032691048123416125,0.0032691048123416125,0.025013456121087074,0.1306938472043318
0.06002039089798927,6,0,0,0,nan,nan,nan,nan,nan,nan,4520,3416,3416,1.0,0.2640333751697515,0.2640333751697515,1.0563471325768492,0.4710168904133472,0.12436417933779703,False,nan,True,0.004518449455716505,0.004518449455716505,0.030010195448994637,0.15056381300135374
0.07006048411130905,7,0,0,0,nan,nan,nan,nan,nan,nan,5480,4088,4088,1.0,0.3160640604310315,0.3160640604310315,1.0541043009020676,0.4052994368453323,0.12810058569974617,False,nan,True,0.00578583434274441,0.00578583434274441,0.035030242055654526,0.16516683880037505
0.08004457503557205,8,288,288,288,1.0,0.018710363451447037,0.018710363451447037,0.2808292174574949,0.06725105706568557,0.0012582917201929824,6344,4784,4784,1.0,0.370316252430858,0.370316252430858,1.055260870328769,0.35422623965764477,0.13117573358269397,False,0.0,True,0.0070801535158564735,0.0070801535158564735,0.040022287517786026,0.17690526841350665
0.0900275930762291,9,600,600,600,1.0,0.0414498672622398,0.0414498672622398,0.563459531510876,0.08221928687437376,0.003407978527338807,7272,5544,5544,1.0,0.42976788308771174,0.42976788308771174,1.0653155329149147,0.31827343523938045,0.13678370050588246,True,2.329173003184553e-05,True,0.008417675448191728,0.008440967178223574,0.04501379653811455,0.18751955683356658
