time,two_bands_detected,radial_ordering_ok,separation_radius,reverse_track_id,reverse_detected,reverse_track_status,reverse_continuity_ok,reverse_radius_change,reverse_elapsed_time,reverse_radial_velocity,reverse_predicted_radius,reverse_prediction_residual,reverse_allowed_radius_change,reverse_radius_median,reverse_radius_p16,reverse_radius_p84,reverse_normalized_radial_spread,reverse_surface_cell_count,reverse_valid_mach_fraction,reverse_mach_median,reverse_mach_p16,reverse_mach_p84,reverse_mach_coefficient_of_variation,reverse_median_radial_alignment,reverse_confidence_score,reverse_confidence_label,forward_track_id,forward_detected,forward_track_status,forward_continuity_ok,forward_radius_change,forward_elapsed_time,forward_radial_velocity,forward_predicted_radius,forward_prediction_residual,forward_allowed_radius_change,forward_radius_median,forward_radius_p16,forward_radius_p84,forward_normalized_radial_spread,forward_surface_cell_count,forward_valid_mach_fraction,forward_mach_median,forward_mach_p16,forward_mach_p84,forward_mach_coefficient_of_variation,forward_median_radial_alignment,forward_confidence_score,forward_confidence_label,weaver_outer_radius,weaver_forward_mach,resolved_for_weaver,relative_error_vs_weaver
0.10008938610553741,False,True,nan,reverse_shock,False,not_yet_detected,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.0,not_detected,forward_shock,True,continued,True,0.01087609179509455,0.009908303618431091,1.0976744570950785,0.1825628929296854,-0.0005635884044148665,0.020621065254312815,0.18199930452527052,0.17971933097402354,0.18482529520616317,0.028054855733971613,1880,1.0,7.01221227645874,6.709244251251221,7.391167640686035,0.052479758858680725,0.9983425140380859,1.0,high,0.19253491090652694,8.940222725133724,True,-0.054720498904073094
0.11000563949346542,False,True,nan,reverse_shock,False,not_yet_detected,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0.0,not_detected,forward_shock,True,continued,True,0.010752997378732781,0.009916253387928009,1.0843810618860767,0.19288412257928164,-0.00013182067527833796,0.020954960054383284,0.1927523019040033,0.18977139317655548,0.1953253490531824,0.02881395356509403,2192,1.0,6.772448539733887,6.508157730102539,7.122128486633301,0.05701892077922821,0.9978816509246826,1.0,high,0.2037631486991179,8.608699900655704,True,-0.05403747863836514
0.12009100615978241,True,True,0.13967403601396788,reverse_shock,True,initialized,True,nan,nan,nan,nan,nan,nan,0.08208340128523015,0.08208340128523015,0.08208340128523015,0.0,48,1.0,1.3140015602111816,1.314001202583313,1.3140019178390503,1.9155808672621788e-07,-0.9735225439071655,0.8571428571428571,medium,forward_shock,True,continued,True,0.010604078685590684,0.010085366666316986,1.0514321428695388,0.20368868251913455,-0.0003323019295405627,0.020905518357704544,0.203356380589594,0.20030558686165,0.20531266770043216,0.024622196875578983,2288,1.0,6.656822204589844,6.412505626678467,6.952559947967529,0.041927047073841095,0.9978753328323364,1.0,high,0.2147746218799242,8.311881733646542,True,-0.053163829089238904
0.13011209666728973,True,True,0.14638560629266473,reverse_shock,True,continued,True,0.00357787248074401,0.010021090507507324,0.3570342447325107,nan,nan,nan,0.08566127376597416,0.08452233917237732,0.08566129954360731,0.013296094269408313,72,1.0,1.3422459363937378,1.3203599452972412,1.3422462940216064,0.007728567812591791,-0.9856724739074707,0.8571428571428571,medium,forward_shock,True,continued,True,0.009992960619975316,0.010021090507507324,0.9971929314967334,0.213892877255792,-0.0005435360462227035,0.020810493224892673,0.2133493412095693,0.2102431663651233,0.2156070719761265,0.025141421016783568,2648,1.0,6.481054782867432,6.2038397789001465,6.698899269104004,0.038155991584062576,0.9979426860809326,1.0,high,0.22535504145371626,8.04964037832046,True,-0.05327460245264896
0.14001379907131195,True,True,0.15410994300024988,reverse_shock,True,continued,True,0.0025304123964482866,0.009901702404022217,0.255553266822117,0.08919652060536032,-0.001004834442937877,0.018838287546162277,0.08819168616242244,0.08615117613773007,0.09143879085882464,0.059955931802419336,216,1.0,1.3805254697799683,1.322924017906189,1.383265733718872,0.02201123908162117,-0.9917604327201843,0.8571428571428571,medium,forward_shock,True,continued,True,0.009468584578745914,0.009901702404022217,0.9562582465515865,0.22322324885664446,-0.00040532306832924414,0.021483448002617783,0.22281792578831522,0.21922999502170482,0.2255829854159372,0.02851202555519673,2936,1.0,6.3296051025390625,6.0684814453125,6.5672760009765625,0.037437211722135544,0.9979584217071533,1.0,high,0.23549363688605193,7.8169118173813406,True,-0.053826129934330655
0.1501300036907196,True,True,0.16026065842965215,reverse_shock,True,continued,True,0.0039713311503399434,0.010116204619407654,0.3925712556981159,0.09077691530075306,0.0013861020120093243,0.020745712649856134,0.09216301731276239,0.08865074162913586,0.09360455220775356,0.053750525135332274,336,1.0,1.4369370937347412,1.3617422580718994,1.4516699314117432,0.055402714759111404,-0.9959172606468201,0.8571428571428571,medium,forward_shock,True,continued,True,0.009328182506286031,0.010116204619407654,0.922102987951645,0.23249162987942704,-0.00034552158482578643,0.021832987819610655,0.23214610829460125,0.22870785099029123,0.23477083623528017,0.026117109132386598,3176,1.0,6.249410152435303,5.909112453460693,6.407130241394043,0.0385693795979023,0.9976304769515991,1.0,high,0.24555974300104313,7.601801945742334,True,-0.05462473018789934
0.1600881665945053,True,True,0.1668756983147001,reverse_shock,True,continued,True,0.0007547491315559041,0.009958162903785706,0.07579200489569997,0.09607230582834794,-0.003154539384029653,0.02086540373598824,0.09291776644431829,0.08922016508990215,0.09474716198326093,0.05948267058992296,440,1.0,1.4805641174316406,1.3672895431518555,1.6173372268676758,0.0730024203658104,-0.9977859258651733,0.8571428571428571,medium,forward_shock,True,continued,True,0.009291148471350819,0.009958162903785706,0.9330183248778433,0.24132856006269127,0.00010869670326080216,0.021858908212299216,0.24143725676595207,0.23797118076354812,0.2443760119431576,0.02652793220649579,3320,1.0,6.1111369132995605,5.80148458480835,6.231997489929199,0.040892671793699265,0.9977983832359314,1.0,high,0.25520678210911796,7.409004460283879,True,-0.05395438643663669
0.17010030150413513,True,True,0.17134412183454872,reverse_shock,True,continued,True,0.0021807228178380433,0.010012134909629822,0.21780797377596176,0.09367660622240537,0.0014218830397509652,0.021439173170116746,0.09509848926215633,0.09109144557259702,0.09719279501947173,0.06415821633144168,440,1.0,1.5360900163650513,1.387596607208252,1.6056699752807617,0.06387880444526672,-0.9932494163513184,1.0,high,forward_shock,True,continued,True,0.008821064475534435,0.010012134909629822,0.8810373167315397,0.2507787621077859,-0.0005204408662993765,0.02184454750532297,0.2502583212414865,0.24714576823010864,0.2531800320611451,0.02411214061175488,3536,1.0,6.001952171325684,5.6501383781433105,6.087131977081299,0.03395351022481918,0.9969916939735413,1.0,high,0.2646669563547481,7.2313855191732905,True,-0.05444062723851655
0.18009129166603088,True,True,0.17672934323756678,reverse_shock,True,continued,True,0.0003649073404163039,0.009990990161895752,0.03652364125109539,0.09727460658533442,-0.0018112099827617828,0.021497341980560074,0.09546339660257264,0.0931645458544132,0.09880788036865863,0.059115165760751445,560,1.0,1.5935990810394287,1.4332774877548218,1.678490400314331,0.08059533685445786,-0.9919456243515015,1.0,high,forward_shock,True,continued,True,0.008605796814635025,0.009990990161895752,0.8613557490484115,0.25906075640521437,-0.00019663834909283695,0.021647337742694617,0.25886411805612153,0.25603381748600507,0.26204422914035785,0.023218403923597225,3704,1.0,5.848876953125,5.521223545074463,5.983208179473877,0.04010675847530365,0.9969815611839294,1.0,high,0.27388755608740056,7.068161488410502,True,-0.054852576166274924
0.20000000298023224,True,True,0.187077928647353,reverse_shock,True,continued,True,0.004333396101655021,0.019908711314201355,0.21766331498131208,0.09619053523238415,0.0036062574718435103,0.02248879874162181,0.09979679270422766,0.09582147200302127,0.10390573497201945,0.08100724231647287,608,1.0,1.6837000846862793,1.506454348564148,1.7533725500106812,0.07383027672767639,-0.9933634996414185,1.0,high,forward_shock,True,continued,True,0.017160628165232006,0.019908711314201355,0.8619657944907224,0.27601260100275404,1.2145218599490804e-05,0.022058848414884646,0.27602474622135353,0.27241654704506646,0.27927383222048296,0.024843008713129718,4520,1.0,5.663549900054932,5.389233112335205,5.762418270111084,0.032007161527872086,0.9976460933685303,1.0,high,0.2916719561336693,6.777843670970908,True,-0.05364660394414082
