time,snapshot_index,shock_id,shock_kind,detected,track_status,radius_change,allowed_radius_change,continuity_ok,radius_median,radius_p16,radius_p84,normalized_radial_spread,surface_cell_count,valid_mach_fraction,mach_median,mach_p16,mach_p84,mach_coefficient_of_variation,median_radial_alignment,ordering_ok,resolved_from_injection,surface_cell_count_ok,radial_spread_ok,valid_mach_fraction_ok,normal_orientation_ok,confidence_score,confidence_label,weaver_outer_radius,relative_error_vs_weaver
0.14001379907131195,14,reverse_shock,reverse,True,continued,0.0025304123964482866,0.0625,True,0.08819168616242244,0.08615117613773007,0.09143879085882464,0.059955931802419336,216,1.0,1.3805254697799683,1.322924017906189,1.383265733718872,0.02201123908162117,-0.9917604327201843,True,False,True,True,True,True,0.8571428571428571,medium,nan,nan
0.14001379907131195,14,forward_shock,forward,True,continued,0.009468584578745914,0.07467226942334926,True,0.22281792578831522,0.21922999502170482,0.2255829854159372,0.02851202555519673,2936,1.0,6.3296051025390625,6.0684814453125,6.5672760009765625,0.037437211722135544,0.9979584217071533,True,True,True,True,True,True,1.0,high,0.23549363688605193,-0.053826129934330655
0.1501300036907196,15,reverse_shock,reverse,True,continued,0.0039713311503399434,0.0625,True,0.09216301731276239,0.08865074162913586,0.09360455220775356,0.053750525135332274,336,1.0,1.4369370937347412,1.3617422580718994,1.4516699314117432,0.055402714759111404,-0.9959172606468201,True,False,True,True,True,True,0.8571428571428571,medium,nan,nan
0.1501300036907196,15,forward_shock,forward,True,continued,0.009328182506286031,0.07798627402591032,True,0.23214610829460125,0.22870785099029123,0.23477083623528017,0.026117109132386598,3176,1.0,6.249410152435303,5.909112453460693,6.407130241394043,0.0385693795979023,0.9976304769515991,True,True,True,True,True,True,1.0,high,0.24555974300104313,-0.05462473018789934
0.1600881665945053,16,reverse_shock,reverse,True,continued,0.0007547491315559041,0.0625,True,0.09291776644431829,0.08922016508990215,0.09474716198326093,0.05948267058992296,440,1.0,1.4805641174316406,1.3672895431518555,1.6173372268676758,0.0730024203658104,-0.9977859258651733,True,False,True,True,True,True,0.8571428571428571,medium,nan,nan
0.1600881665945053,16,forward_shock,forward,True,continued,0.009291148471350819,0.08125113790311043,True,0.24143725676595207,0.23797118076354812,0.2443760119431576,0.02652793220649579,3320,1.0,6.1111369132995605,5.80148458480835,6.231997489929199,0.040892671793699265,0.9977983832359314,True,True,True,True,True,True,1.0,high,0.25520678210911796,-0.05395438643663669
0.17010030150413513,17,reverse_shock,reverse,True,continued,0.0021807228178380433,0.0625,True,0.09509848926215633,0.09109144557259702,0.09719279501947173,0.06415821633144168,440,1.0,1.5360900163650513,1.387596607208252,1.6056699752807617,0.06387880444526672,-0.9932494163513184,True,True,True,True,True,True,1.0,high,nan,nan
0.17010030150413513,17,forward_shock,forward,True,continued,0.008821064475534435,0.08450303986808322,True,0.2502583212414865,0.24714576823010864,0.2531800320611451,0.02411214061175488,3536,1.0,6.001952171325684,5.6501383781433105,6.087131977081299,0.03395351022481918,0.9969916939735413,True,True,True,True,True,True,1.0,high,0.2646669563547481,-0.05444062723851655
0.18009129166603088,18,reverse_shock,reverse,True,continued,0.0003649073404163039,0.0625,True,0.09546339660257264,0.0931645458544132,0.09880788036865863,0.059115165760751445,560,1.0,1.5935990810394287,1.4332774877548218,1.678490400314331,0.08059533685445786,-0.9919456243515015,True,True,True,True,True,True,1.0,high,nan,nan
0.18009129166603088,18,forward_shock,forward,True,continued,0.008605796814635025,0.08759041243452027,True,0.25886411805612153,0.25603381748600507,0.26204422914035785,0.023218403923597225,3704,1.0,5.848876953125,5.521223545074463,5.983208179473877,0.04010675847530365,0.9969815611839294,True,True,True,True,True,True,1.0,high,0.27388755608740056,-0.054852576166274924
0.20000000298023224,19,reverse_shock,reverse,True,continued,0.004333396101655021,0.0625,True,0.09979679270422766,0.09582147200302127,0.10390573497201945,0.08100724231647287,608,1.0,1.6837000846862793,1.506454348564148,1.7533725500106812,0.07383027672767639,-0.9933634996414185,True,True,True,True,True,True,1.0,high,nan,nan
0.20000000298023224,19,forward_shock,forward,True,continued,0.017160628165232006,0.09060244131964253,True,0.27602474622135353,0.27241654704506646,0.27927383222048296,0.024843008713129718,4520,1.0,5.663549900054932,5.389233112335205,5.762418270111084,0.032007161527872086,0.9976460933685303,True,True,True,True,True,True,1.0,high,0.2916719561336693,-0.05364660394414082
